long_name,overall,potential,height_cm,weight_kg,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,cf,cm,cb,gk,AttackWorkRate,DefenseWorkRate,position_Defender,position_Forward,position_Goalkeeper,position_Midfielder,preferred_foot_Left,preferred_foot_Right,tag_Acrobat,tag_Aerial Threat,tag_Clinical Finisher,tag_Complete Defender,tag_Complete Forward,tag_Complete Midfielder,tag_Crosser,tag_Distance Shooter,tag_Dribbler,tag_Engine,tag_FK Specialist,tag_Playmaker,tag_Poacher,tag_Speedster,tag_Strength,tag_Tackling,tag_Tactician,traits_Cautious With Crosses,traits_Chip Shot (AI),traits_Comes For Crosses,traits_Dives Into Tackles (AI),traits_Early Crosser,traits_Finesse Shot,traits_Flair,traits_GK Long Throw,traits_Giant Throw-in,traits_Injury Prone,traits_Leadership,traits_Long Passer (AI),traits_Long Shot Taker (AI),traits_Long Throw-in,traits_Outside Foot Shot,traits_Playmaker (AI),traits_Power Free-Kick,traits_Power Header,traits_Rushes Out Of Goal,traits_Saves with Feet,traits_Solid Player,traits_Speed Dribbler (AI),traits_Team Player,traits_Technical Dribbler (AI)
Demi Lambourne,71,75,175,66,3,1,0.0,0.0,0.0,0.0,0.0,0.0,10,7,13,33,8,12,14,17,35,12,36,34,33,70,47,53,57,25,70,15,34,9,6,55,22,42.0,14,14,17,69,72,71,69,69,35.0,26,31,28,72,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia Brougham,69,72,176,67,3,2,51.0,41.0,58.0,60.0,68.0,75.0,51,29,63,69,36,53,46,43,56,69,52,51,53,69,64,65,72,64,83,45,68,67,37,56,41,64.0,75,64,63,12,13,13,8,5,0.0,54,62,71,18,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannah Cain,60,69,164,57,3,2,73.0,57.0,51.0,63.0,36.0,57.0,46,58,51,56,60,64,45,46,43,64,72,74,64,57,59,59,61,55,60,53,53,35,62,56,55,58.0,33,38,30,9,14,14,8,5,0.0,61,56,47,17,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jemma Purfield,76,80,165,58,3,3,69.0,63.0,65.0,64.0,75.0,68.0,79,65,74,57,41,58,75,77,54,72,69,69,59,73,69,67,76,75,61,58,76,78,62,66,74,58.0,74,75,77,10,11,5,10,8,0.0,65,67,75,18,1.0,0.5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jess Sigsworth,73,73,173,59,4,3,77.0,73.0,57.0,73.0,41.0,67.0,51,72,74,63,74,74,58,48,45,75,75,78,78,64,65,77,62,68,69,73,60,39,76,64,71,62.0,38,37,36,8,6,6,11,8,0.0,72,64,54,16,1.0,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirstie Levell,72,76,174,65,3,1,0.0,0.0,0.0,0.0,0.0,0.0,16,8,7,30,7,12,15,16,35,12,38,40,35,70,43,54,60,35,69,13,20,11,7,57,19,51.0,13,15,16,72,72,72,69,71,39.0,26,32,26,73,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lachante Paul,58,74,167,62,3,2,70.0,57.0,53.0,59.0,32.0,62.0,57,56,50,56,51,56,48,47,41,60,72,69,68,47,67,65,54,53,69,53,56,32,56,56,51,58.0,31,29,26,11,8,13,11,7,0.0,57,53,44,16,0.5,0.5,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Molly Pike,70,83,175,60,3,3,70.0,57.0,66.0,69.0,66.0,72.0,60,57,60,69,61,72,61,48,61,70,73,67,68,70,52,50,80,82,70,63,60,67,69,77,51,58.0,69,67,61,12,10,14,13,14,0.0,68,72,69,21,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Natasha Flint,74,77,174,66,4,3,49.0,75.0,58.0,72.0,39.0,73.0,44,75,72,70,74,77,46,60,46,77,42,55,45,70,50,78,40,66,85,73,60,35,81,63,63,76.0,38,34,30,13,6,13,14,8,0.0,72,67,53,19,1.0,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Tierney,73,79,167,59,3,2,72.0,68.0,67.0,69.0,74.0,75.0,49,73,58,77,61,65,55,60,68,72,72,72,73,76,76,64,65,79,71,64,80,78,72,71,61,69.0,76,76,73,9,7,14,12,7,0.0,71,75,75,18,1.0,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shannon O'Brien,75,88,171,64,3,3,71.0,69.0,60.0,77.0,67.0,73.0,48,67,70,68,62,82,51,45,43,76,71,71,73,74,64,75,70,69,74,69,76,69,79,78,57,58.0,67,67,64,11,8,5,15,12,0.0,75,71,72,20,1.0,1.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anna Patten,74,84,178,57,3,2,65.0,44.0,62.0,63.0,76.0,70.0,54,34,70,69,40,56,51,51,67,69,67,63,71,71,52,63,64,63,72,44,73,70,49,57,56,75.0,79,79,77,13,6,5,5,7,0.0,58,66,76,17,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katie McCabe,84,85,164,55,3,3,83.0,69.0,80.0,80.0,81.0,83.0,87,69,74,84,69,78,78,75,79,80,84,82,84,78,85,66,80,92,73,66,95,81,79,68,74,84.0,86,79,75,8,14,13,13,6,0.0,77,82,83,21,1.0,0.5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lia Wälti,83,83,167,56,5,4,85.0,62.0,77.0,83.0,81.0,74.0,65,56,69,86,68,85,73,45,80,84,87,84,81,77,73,69,72,85,70,66,72,82,68,79,63,74.0,81,85,82,7,11,10,6,14,0.0,77,83,82,20,1.0,1.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Manuela Zinsberger,86,89,177,67,4,1,0.0,0.0,0.0,0.0,0.0,0.0,33,18,6,23,12,11,19,24,15,36,45,39,46,81,62,63,83,22,78,25,26,10,11,70,52,56.0,20,13,16,88,78,84,88,90,43.0,34,35,31,88,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Noëlle Maritz,81,82,165,58,4,3,77.0,54.0,75.0,72.0,80.0,73.0,80,53,76,85,43,65,77,44,75,75,76,78,81,72,79,62,71,77,68,49,80,80,59,62,57,82.0,83,80,79,14,9,7,6,13,0.0,67,74,80,19,1.0,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Spence,69,69,164,62,3,2,34.0,72.0,65.0,70.0,57.0,68.0,53,75,59,72,60,75,57,56,64,76,34,34,32,70,71,73,38,46,87,71,56,63,78,70,56,61.0,45,65,54,8,14,10,14,5,0.0,69,69,63,19,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jess Carter,78,83,165,70,3,2,55.0,46.0,63.0,64.0,82.0,74.0,64,43,69,72,45,58,51,45,68,71,55,55,53,73,82,50,68,69,76,45,76,85,49,50,56,61.0,86,80,78,10,7,11,6,9,0.0,58,67,80,17,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorja Fox,65,81,169,61,3,2,68.0,36.0,62.0,61.0,64.0,61.0,67,34,60,68,34,60,59,44,59,65,68,68,63,63,58,41,55,54,67,37,57,64,27,52,47,51.0,68,62,59,6,9,7,14,11,0.0,53,60,65,18,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lauren James,75,83,175,77,4,4,66.0,74.0,74.0,78.0,28.0,69.0,73,71,58,79,68,83,73,60,70,84,67,65,45,69,77,79,36,49,90,78,51,22,74,73,61,74.0,24,26,24,14,5,9,13,9,0.0,76,71,47,19,0.5,0.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sophie Ingle,80,80,173,62,5,3,64.0,67.0,75.0,77.0,75.0,68.0,62,66,50,85,56,78,53,47,80,81,67,61,65,75,63,72,80,79,65,69,60,80,76,80,57,78.0,75,82,73,13,13,8,6,13,0.0,75,80,75,20,0.5,1.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashleigh Neville,84,84,171,64,3,3,79.0,70.0,71.0,77.0,86.0,83.0,81,74,83,72,68,80,69,69,62,77,79,79,68,76,74,69,91,81,84,65,80,86,80,68,59,81.0,86,86,84,5,9,15,13,12,0.0,76,76,84,19,1.0,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmita Ale,73,86,166,59,3,2,68.0,51.0,66.0,64.0,72.0,69.0,71,54,64,70,35,58,62,55,64,70,68,68,69,68,76,54,71,69,69,42,68,73,59,58,55,56.0,73,73,72,13,8,8,9,10,0.0,62,67,73,18,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Becky Spencer,76,76,167,57,3,1,0.0,0.0,0.0,0.0,0.0,0.0,18,16,9,31,12,19,15,17,35,26,39,42,32,73,51,50,67,25,65,13,22,11,9,57,24,58.0,10,15,15,76,76,67,79,71,40.0,31,34,27,76,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eleanor Heeps,57,76,175,58,3,1,0.0,0.0,0.0,0.0,0.0,0.0,9,7,8,31,7,21,10,15,26,17,37,38,42,57,40,41,65,22,50,8,18,9,7,37,21,39.0,11,11,13,55,53,54,59,58,37.0,24,27,23,58,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esther Morgan,60,75,161,58,3,2,65.0,32.0,56.0,46.0,58.0,64.0,57,23,51,61,32,34,38,45,63,56,64,65,54,46,65,40,54,55,73,38,54,62,41,50,47,60.0,60,56,57,8,15,8,5,7,0.0,46,55,60,15,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessica Naz,76,87,165,54,4,3,82.0,74.0,62.0,81.0,42.0,66.0,60,74,65,70,74,85,67,47,49,79,84,81,79,69,77,78,65,73,66,72,58,47,82,64,60,75.0,41,36,29,6,11,11,13,14,0.0,77,69,54,19,0.5,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Josie Green,68,68,156,51,3,2,69.0,62.0,64.0,66.0,65.0,60.0,49,68,59,75,56,64,52,45,67,66,72,67,67,69,79,50,65,66,55,64,63,63,61,67,50,67.0,68,66,62,8,6,7,14,10,0.0,66,68,66,18,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerys Harrop,78,78,175,61,3,2,66.0,47.0,68.0,66.0,80.0,75.0,75,54,77,75,41,65,61,51,64,71,68,65,57,76,58,36,82,74,74,45,75,79,45,56,41,63.0,82,79,77,10,11,9,8,9,0.0,61,69,78,19,0.5,0.5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kit Graham,71,72,160,51,4,3,54.0,64.0,70.0,75.0,39.0,68.0,55,60,55,79,55,79,70,57,73,75,55,53,67,65,64,74,66,55,79,65,56,45,74,69,56,74.0,35,36,34,14,13,8,9,5,0.0,70,71,53,18,0.5,0.5,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Molly Bartrip,81,85,164,58,3,2,69.0,53.0,69.0,69.0,83.0,77.0,60,50,82,81,41,58,65,70,80,81,70,68,70,79,75,66,83,86,70,45,80,81,54,51,70,78.0,86,82,81,11,5,9,9,11,0.0,65,74,83,19,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rachel Williams,76,76,169,68,3,3,63.0,77.0,64.0,73.0,45.0,72.0,54,76,78,76,79,76,61,56,53,78,61,64,54,69,65,80,81,70,73,75,70,42,85,65,63,75.0,39,45,37,6,9,10,13,15,0.0,75,70,58,19,1.0,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rosella Ayane,75,76,175,59,4,3,69.0,75.0,58.0,78.0,38.0,67.0,55,75,69,64,74,77,54,64,45,78,69,69,81,77,78,75,60,74,68,73,59,37,83,60,72,78.0,36,35,26,15,6,11,5,6,0.0,74,66,52,18,0.5,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tinja-Riikka Korpela,78,78,176,69,3,1,0.0,0.0,0.0,0.0,0.0,0.0,14,13,10,32,9,16,18,12,35,25,29,32,34,77,52,58,56,25,74,16,24,8,9,59,23,57.0,20,12,16,76,77,77,76,77,30.0,30,34,28,78,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aoife Mannion,71,74,168,56,3,2,49.0,38.0,65.0,58.0,77.0,59.0,60,27,66,75,32,53,65,47,68,65,45,53,54,65,54,59,54,55,56,40,72,75,42,57,41,57.0,81,77,76,10,14,14,6,12,0.0,54,65,73,19,0.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emily Ramsey,69,81,180,72,3,1,0.0,0.0,0.0,0.0,0.0,0.0,13,7,8,31,9,12,11,18,35,19,33,30,44,66,59,53,45,27,71,15,22,9,6,46,19,60.0,15,12,15,69,68,71,67,68,32.0,25,30,26,70,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hayley Ladd,81,81,172,64,3,2,61.0,57.0,73.0,70.0,79.0,78.0,56,57,69,86,61,67,58,55,80,77,59,63,64,74,62,71,75,73,76,46,90,79,59,71,47,75.0,82,79,78,5,5,9,11,8,0.0,68,76,80,17,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katie Zelem,81,85,163,53,3,3,69.0,78.0,81.0,77.0,78.0,77.0,75,79,76,81,68,75,87,80,82,82,68,69,66,75,72,80,73,86,73,78,79,74,63,86,86,84.0,82,79,77,5,10,13,7,6,0.0,76,82,79,17,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kirsty Hanson,75,80,163,58,5,3,80.0,66.0,70.0,78.0,37.0,71.0,69,67,43,73,57,78,62,50,68,78,77,82,80,71,82,69,66,67,76,68,63,36,76,73,45,74.0,31,42,36,6,6,15,13,15,0.0,74,71,52,19,1.0,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leah Galton,82,82,170,61,3,4,75.0,81.0,79.0,81.0,60.0,78.0,78,82,68,82,76,84,68,55,76,84,74,75,65,80,65,86,59,81,85,77,62,61,86,84,62,84.0,56,62,60,5,14,14,5,7,0.0,82,82,69,18,1.0,0.5,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martha Thomas,76,79,170,62,3,3,78.0,76.0,59.0,76.0,39.0,69.0,59,78,65,68,72,77,60,52,45,76,77,78,78,74,71,79,76,73,71,75,59,46,81,55,56,74.0,33,35,26,14,12,13,7,11,0.0,74,66,53,20,0.5,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sophie Baggaley,61,66,167,65,3,1,0.0,0.0,0.0,0.0,0.0,0.0,16,7,8,30,14,19,17,13,31,20,43,38,46,54,59,56,68,20,63,15,29,18,8,47,21,25.0,11,16,18,58,60,74,59,62,41.0,26,30,27,62,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
